"","X","Y","Symbol"
"Myh9"," 9.985568"," 5.239970e-01","Myh9"
"D11Ertd326e"," 4.403386"," 2.722383e-02","D11Ertd326e"
"Tax1bp1"," 9.330514"," 2.291715e-01","Tax1bp1"
"Tax1bp1"," 6.310928"," 4.858642e-01","Tax1bp1"
"Igll1"," 6.832665"," 5.523332e-02","Igll1"
"Igll1"," 5.404220","-2.482434e-02","Igll1"
"NA"," 6.306124"," 9.498016e-02","NA"
"NA"," 3.459861"," 6.969402e-02","NA"
"AA589418"," 3.936633","-8.253061e-02","AA589418"
"Gm9112"," 5.635492","-3.063107e-01","Gm9112"
"Dmrt3"," 3.758545","-1.951270e-01","Dmrt3"
"Lor"," 6.151892"," 1.013075e-01","Lor"
"Lor"," 5.230223"," 1.564270e-01","Lor"
"Ssx2ip"," 3.232041","-4.691928e-02","Ssx2ip"
"NA"," 3.356416"," 1.147643e-01","NA"
"C76628"," 4.360264","-2.003654e-01","C76628"
"Syt6"," 3.520244"," 6.968670e-02","Syt6"
"NA"," 4.139609","-8.714169e-02","NA"
"NA"," 3.426969","-3.302990e-02","NA"
"Tmem191c"," 5.241729"," 1.291813e-01","Tmem191c"
"Tmem191c"," 4.896734","-1.046741e-01","Tmem191c"
"Krt17"," 3.712687","-1.009968e-01","Krt17"
"NA"," 3.779759"," 1.256874e-01","NA"
"NA"," 4.654635"," 2.302112e-01","NA"
"Tbc1d14","10.953957"," 1.045982e-01","Tbc1d14"
"Gadd45b"," 6.416058"," 1.703875e-01","Gadd45b"
"NA"," 4.412474","-1.310230e-01","NA"
"Slc35a4"," 3.890020"," 2.646216e-01","Slc35a4"
"NA"," 2.859455"," 5.370231e-02","NA"
"NA"," 3.403582"," 6.216201e-02","NA"
"NA"," 3.201508"," 1.153905e-02","NA"
"NA"," 2.968570","-1.022194e-01","NA"
"NA"," 6.426292"," 8.313341e-02","NA"
"NA"," 4.136662"," 2.160508e-01","NA"
"NA"," 4.068259"," 1.896065e-01","NA"
"NA"," 3.014562","-5.889852e-02","NA"
"NA"," 4.055934","-1.238636e-02","NA"
"Dus4l"," 5.877304","-4.386287e-02","Dus4l"
"Slc8a1"," 4.305955","-5.787461e-02","Slc8a1"
"NA"," 4.561032","-1.412381e-01","NA"
"Gm36243"," 3.046681"," 5.240140e-02","Gm36243"
"Gm36243"," 3.017457","-1.168447e-01","Gm36243"
"1810012K16Rik"," 4.482003"," 1.363116e-01","1810012K16Rik"
"1810012K16Rik"," 4.062564","-6.636254e-03","1810012K16Rik"
"1810012K16Rik"," 4.133659","-1.875412e-01","1810012K16Rik"
"NA"," 4.434640","-2.809291e-01","NA"
"NA"," 5.191472"," 1.139936e-02","NA"
"Dnajc21"," 4.235622","-1.150342e-01","Dnajc21"
"Dnajc21"," 5.051007"," 2.197629e-01","Dnajc21"
"Dnajc21"," 4.949318","-1.397942e-01","Dnajc21"
"NA"," 3.849566","-1.550794e-01","NA"
"NA"," 4.387672"," 1.001304e-01","NA"
"NA"," 3.616021"," 2.253393e-01","NA"
"NA"," 3.099998","-1.913351e-01","NA"
"Hoxa4"," 3.276549","-2.841249e-02","Hoxa4"
"NA"," 3.654931","-1.777064e-01","NA"
"NA"," 3.238798"," 9.511647e-02","NA"
"NA"," 3.259201","-2.604840e-02","NA"
"AA414993"," 3.256417"," 1.677459e-01","AA414993"
"NA"," 3.483528","-2.048287e-01","NA"
"NA"," 3.902427"," 1.825089e-02","NA"
"NA"," 5.830061"," 7.302690e-04","NA"
"NA"," 3.598193","-1.960740e-01","NA"
"Bphl"," 3.472697"," 8.273729e-02","Bphl"
"NA"," 5.042487"," 9.884130e-02","NA"
"NA"," 4.817241","-5.399676e-03","NA"
"NA"," 5.222844"," 4.080861e-02","NA"
"March2"," 2.902672"," 2.893454e-02","March2"
"Smarcd1"," 4.125306"," 3.781365e-02","Smarcd1"
"NA"," 7.107123"," 7.438378e-02","NA"
"NA"," 3.998488","-3.535429e-02","NA"
"Zeb1"," 4.182120"," 3.945190e-02","Zeb1"
"NA"," 3.263380","-1.398582e-01","NA"
"Tagln2"," 3.498832","-6.643287e-02","Tagln2"
"Ankzf1"," 3.655219"," 1.672034e-01","Ankzf1"
"Glb1l"," 5.169522"," 4.449762e-02","Glb1l"
"Tubg2"," 3.466532","-1.606936e-01","Tubg2"
"Ccl6"," 4.622984"," 1.873296e-01","Ccl6"
"NA"," 3.431041"," 7.216627e-02","NA"
"NA"," 3.565574"," 1.879639e-01","NA"
"NA"," 4.353277"," 1.372763e-02","NA"
"D2Ertd63e"," 6.224520"," 1.085280e-03","D2Ertd63e"
"NA"," 2.825224","-7.570000e-02","NA"
"NA"," 2.867804"," 1.135140e-01","NA"
"Prph"," 5.733012","-4.948971e-02","Prph"
"1700073E17Rik"," 4.709302"," 1.971482e-03","1700073E17Rik"
"1700073E17Rik"," 4.063033"," 3.212718e-02","1700073E17Rik"
"Pkp2"," 3.703089"," 8.955373e-02","Pkp2"
"Phf7"," 5.722499"," 1.575468e-01","Phf7"
"Psen1"," 4.325506"," 2.553032e-01","Psen1"
"NA"," 3.958443","-3.890914e-02","NA"
"NA"," 4.298579","-2.519349e-01","NA"
"NA"," 5.023055","-2.853665e-02","NA"
"Cog8"," 8.453991","-7.947992e-02","Cog8"
"NA"," 6.755871"," 9.199638e-02","NA"
"2610201A13Rik"," 3.228126"," 5.727333e-02","2610201A13Rik"
"2610201A13Rik"," 3.705746"," 4.240414e-03","2610201A13Rik"
"2610201A13Rik"," 5.145805","-2.094734e-01","2610201A13Rik"
"NA"," 5.646629","-1.284011e-01","NA"
"Rpusd2"," 3.208448"," 3.882971e-02","Rpusd2"
"Samhd1"," 6.046641","-7.632545e-02","Samhd1"
"Samhd1"," 6.660397","-2.379583e-02","Samhd1"
"Tap1"," 3.540230","-9.678983e-02","Tap1"
"NA"," 6.827127"," 2.123374e-01","NA"
"Mmrn2"," 8.420530"," 2.293358e-01","Mmrn2"
"NA"," 5.628973"," 2.538483e-01","NA"
"Prss58"," 3.857173","-1.062791e-01","Prss58"
"Prss58"," 3.609031"," 8.816801e-02","Prss58"
"Col9a3"," 3.137527"," 1.202094e-01","Col9a3"
"NA"," 2.835153"," 4.909810e-02","NA"
"Prss29"," 4.483457"," 2.209508e-02","Prss29"
"Phf14"," 2.997236"," 8.558378e-02","Phf14"
"Gpank1"," 8.291782","-1.158668e-02","Gpank1"
"NA"," 3.745434"," 1.606566e-01","NA"
"NA"," 5.510571"," 5.674807e-03","NA"
"NA"," 7.701958"," 1.660207e-02","NA"
"NA"," 3.614024","-8.370674e-03","NA"
"NA"," 3.355484"," 4.407269e-03","NA"
"NA"," 3.757847"," 4.888632e-02","NA"
"NA"," 3.256120"," 2.730997e-02","NA"
"NA"," 3.565277"," 1.548574e-01","NA"
"Lpcat1"," 6.058171","-3.500083e-01","Lpcat1"
"Lpcat1"," 3.912614","-1.299179e-01","Lpcat1"
"Clcn5","11.372719"," 2.360510e-01","Clcn5"
"NA"," 8.348396"," 5.544865e-01","NA"
"NA"," 3.777716"," 2.844588e-02","NA"
"NA"," 3.236221"," 4.867420e-03","NA"
"Gabra2"," 3.473829","-5.532640e-02","Gabra2"
"NA"," 3.243083"," 6.328373e-02","NA"
"AA414903"," 4.350576","-4.529345e-02","AA414903"
"AA414903"," 4.900453"," 1.025318e-01","AA414903"
"Rps4x"," 5.739637","-1.415852e-01","Rps4x"
"NA"," 9.493608"," 1.178488e-02","NA"
"NA"," 3.210291","-1.960542e-02","NA"
"Pitpnb"," 8.654038","-2.090088e-01","Pitpnb"
"NA"," 3.864524"," 1.758694e-01","NA"
"NA"," 3.633080","-2.686098e-01","NA"
"NA"," 3.250656"," 1.532517e-01","NA"
"NA"," 3.112037","-1.691680e-01","NA"
"NA"," 6.276115"," 2.067750e-01","NA"
"Rsad1"," 3.411639","-2.869619e-02","Rsad1"
"Cramp1l"," 6.017092"," 1.206212e-01","Cramp1l"
"Cramp1l","10.058968"," 5.790937e-02","Cramp1l"
"Rep15"," 6.319247"," 8.740118e-02","Rep15"
"Timmdc1"," 8.699654"," 3.594694e-01","Timmdc1"
"Clec4e"," 3.821902"," 1.897872e-01","Clec4e"
"Clec4e"," 3.837393","-3.508435e-02","Clec4e"
"Lce1d"," 3.386289"," 6.757970e-02","Lce1d"
"Txndc8"," 5.257743","-1.393967e-01","Txndc8"
"Slc12a8"," 4.139140"," 1.988568e-01","Slc12a8"
"Dmc1"," 5.008830","-3.759540e-02","Dmc1"
"Adamtsl5"," 6.067165","-1.522385e-02","Adamtsl5"
"Gbx2"," 8.074017","-2.669008e+00","Gbx2"
"Alox15"," 4.964520"," 3.547723e-02","Alox15"
"Memo1"," 7.810247","-2.442477e-01","Memo1"
"Cspp1"," 6.238113"," 1.070944e-01","Cspp1"
"Tmco5"," 4.235366","-1.061367e-01","Tmco5"
"Gdap10"," 6.170810","-3.097545e-01","Gdap10"
"Gzmd"," 3.576624"," 5.202433e-01","Gzmd"
"Gzmd"," 3.549734"," 5.642881e-01","Gzmd"
"Cldn14"," 5.321694"," 1.305707e-01","Cldn14"
"Asb12"," 3.815107","-4.632015e-02","Asb12"
"Bpifa1"," 3.883535"," 1.237055e-01","Bpifa1"
"Lhx5"," 3.650933","-2.107934e-03","Lhx5"
"Ptgfr"," 4.481285","-6.837242e-03","Ptgfr"
"Lce1a2"," 5.984117"," 7.954597e-02","Lce1a2"
"Tnfrsf4"," 7.271213","-2.972718e-02","Tnfrsf4"
"Prss22"," 7.331243"," 8.674604e-01","Prss22"
"Lta"," 4.844938","-6.968183e-04","Lta"
"Cnnm1"," 5.064942"," 4.628853e-01","Cnnm1"
"Grk4"," 4.447136"," 2.351143e-01","Grk4"
"Ninj2"," 5.282542"," 1.512821e-01","Ninj2"
"NA"," 6.997554","-2.834047e-02","NA"
"Krtap13"," 3.771691"," 1.882146e-02","Krtap13"
"Sva"," 3.470504"," 1.575427e-01","Sva"
"Dkk1"," 9.318501"," 1.866268e+00","Dkk1"
"Slc11a1"," 6.304948"," 1.714546e-01","Slc11a1"
"Bik"," 5.197094","-1.497810e-01","Bik"
"Bik"," 3.966989"," 2.087988e-01","Bik"
"Gpr87"," 5.234974"," 9.054636e-02","Gpr87"
"Hnrnpa2b1","13.771824","-4.977484e-02","Hnrnpa2b1"
"Spesp1"," 4.438136"," 1.564491e-01","Spesp1"
"Denr"," 8.187971","-1.399864e-01","Denr"
"Denr","11.783873","-6.930038e-02","Denr"
"Csn2"," 3.714859","-4.990322e-03","Csn2"
"Csn2"," 4.004587","-1.605562e-01","Csn2"
"Sntb2"," 6.462612"," 3.908860e-02","Sntb2"
"Sntb2"," 8.863343"," 2.391283e-02","Sntb2"
"Foxj2"," 4.532882"," 8.806271e-02","Foxj2"
"Foxj2"," 7.880103"," 1.280026e-01","Foxj2"
"Kif3a"," 9.451754"," 2.430809e-01","Kif3a"
"NA","13.307783","-9.060723e-02","NA"
"St8sia2"," 6.953189"," 2.813445e-01","St8sia2"
"Sftpd"," 5.500977"," 1.991120e-01","Sftpd"
"Slco1a1"," 6.296740","-1.439429e-01","Slco1a1"
"Ccl2"," 5.315704"," 2.755536e-02","Ccl2"
"NA","11.099673"," 2.612407e-02","NA"
"Apobr"," 5.957748","-4.526507e-02","Apobr"
"Col4a3bp"," 6.389964"," 2.604328e-01","Col4a3bp"
"Col4a3bp"," 7.705317"," 2.470552e-01","Col4a3bp"
"Gna14"," 4.585096","-2.533178e-01","Gna14"
"Seh1l"," 7.121158"," 2.875833e-02","Seh1l"
"Mpv17","10.432536"," 1.976281e-01","Mpv17"
"Prss12"," 6.464485"," 2.362327e-01","Prss12"
"Pax3"," 7.578530","-4.837259e-02","Pax3"
"Zfp354a"," 7.090313"," 1.162422e-01","Zfp354a"
"Pard3"," 6.732025"," 1.519442e-01","Pard3"
"Ubl4b"," 4.046097"," 2.972096e-02","Ubl4b"
"Nos2"," 6.147738","-6.171537e-02","Nos2"
"NA"," 4.919339"," 1.038389e-01","NA"
"Kif9"," 5.234867"," 4.755231e-02","Kif9"
"Cd160"," 5.948977"," 1.218825e-01","Cd160"
"Spen"," 7.365559","-1.300204e-01","Spen"
"Rgs18"," 4.496301"," 5.319121e-03","Rgs18"
"Gfi1b"," 7.025698","-8.997744e-02","Gfi1b"
"Sval1"," 3.671515","-3.319843e-02","Sval1"
"Ramp3"," 7.697436"," 2.050826e-01","Ramp3"
"Atp2b2"," 4.578223","-8.419696e-02","Atp2b2"
"Atp2b2"," 5.862125"," 2.011011e-02","Atp2b2"
"Cd86"," 4.998065"," 9.952645e-02","Cd86"
"Slco1a4"," 5.944493"," 6.626753e-02","Slco1a4"
"Peg12"," 8.810911","-1.739355e-01","Peg12"
"Ltb4r1"," 5.772054"," 7.523063e-02","Ltb4r1"
"Abcc9"," 4.529429"," 5.341464e-01","Abcc9"
"Krt35"," 3.857438"," 6.530349e-02","Krt35"
"Nr5a2"," 7.707289","-1.782741e-01","Nr5a2"
"Pi4k2b"," 5.989800"," 2.300682e-01","Pi4k2b"
"Tnfsf10"," 5.255268"," 2.259170e-01","Tnfsf10"
"Slc7a11"," 4.879006","-2.991473e-01","Slc7a11"
"Hoxa11"," 4.788465","-1.076764e-01","Hoxa11"
"Krtap19-9b"," 4.484986","-5.612771e-02","Krtap19-9b"
"Sema3a"," 9.745758"," 5.934931e-01","Sema3a"
"Sema3a"," 7.338438"," 4.084607e-01","Sema3a"
"Syt2"," 4.380438"," 1.259914e-01","Syt2"
"Otof"," 6.061882"," 5.799147e-02","Otof"
"Hao1"," 3.398009"," 1.597643e-02","Hao1"
"Klrb1b"," 3.911076"," 6.519606e-03","Klrb1b"
"Pcdhb21"," 4.987810"," 1.956411e-01","Pcdhb21"
"Tcl1b4"," 6.554403"," 6.091565e-02","Tcl1b4"
"Hypm"," 4.156777","-2.107108e-01","Hypm"
"Prdm1"," 7.152468","-7.208412e-01","Prdm1"
"Myo7b"," 6.723098"," 9.848888e-02","Myo7b"
"Dhx32"," 8.755060"," 7.609704e-02","Dhx32"
"Ager"," 5.682144","-3.074285e-02","Ager"
"Pcdhb3"," 5.052615"," 8.474762e-01","Pcdhb3"
"Ccdc159"," 4.526944"," 4.428758e-01","Ccdc159"
"Rptn"," 3.482354"," 1.779569e-01","Rptn"
"Tas1r1"," 5.710656"," 6.535014e-02","Tas1r1"
"Taf7l"," 3.883720"," 9.779789e-02","Taf7l"
"Cldn16"," 5.051191","-2.200219e-01","Cldn16"
"1700011A15Rik"," 7.196507"," 1.152520e-01","1700011A15Rik"
"Tex21"," 4.640653","-4.226567e-01","Tex21"
"Ido1"," 4.379243","-1.037141e-01","Ido1"
"Orm2"," 3.398309"," 7.362453e-02","Orm2"
"Tsx"," 4.468517","-3.273947e-02","Tsx"
"Ppy"," 5.080885"," 1.208871e-01","Ppy"
"Cenpc1","10.155867"," 5.261547e-02","Cenpc1"
"Cacna1s"," 4.079562","-3.156422e-02","Cacna1s"
"Pcdhb19"," 5.237165"," 2.544692e-01","Pcdhb19"
"Slc22a3"," 5.293207","-1.161179e-01","Slc22a3"
"Slc16a8"," 6.595947","-8.020721e-02","Slc16a8"
"Odf3"," 5.613110"," 1.712224e-01","Odf3"
"Sult1e1"," 3.948100","-1.147195e-01","Sult1e1"
"NA"," 6.038044"," 1.254421e-01","NA"
"Heatr5b"," 5.061556"," 1.355511e-01","Heatr5b"
"Mmp10"," 5.800148"," 1.311700e-01","Mmp10"
"Asic5"," 4.102243","-9.423911e-02","Asic5"
"Krtap5-2"," 4.472317"," 4.458008e-02","Krtap5-2"
"Crygs"," 5.001367","-5.714038e-02","Crygs"
"Rai1"," 5.933517"," 2.827199e-01","Rai1"
"Gcm2"," 3.577143","-5.046816e-02","Gcm2"
"Gcm2"," 6.247566"," 2.483347e-02","Gcm2"
"Dvl3"," 5.685678","-3.787409e-02","Dvl3"
"Tac4"," 4.344750","-3.118968e-01","Tac4"
"Ripply3"," 7.628171"," 2.146595e-01","Ripply3"
"Pex11b"," 8.559721"," 9.921430e-02","Pex11b"
"Mst1r"," 5.953451"," 5.206714e-01","Mst1r"
"Il1rapl2"," 4.554775","-1.530857e-01","Il1rapl2"
"Clnk"," 3.766178"," 1.619018e-01","Clnk"
"NA"," 3.527323"," 1.049739e-01","NA"
"NA"," 3.791724","-1.563264e-02","NA"
"Mucl1"," 3.288859","-2.114726e-01","Mucl1"
"Psors1c2"," 5.605876","-1.813378e-01","Psors1c2"
"Asb17"," 4.554099","-1.084608e-02","Asb17"
"4933411G06Rik"," 4.068076"," 3.650862e-02","4933411G06Rik"
"Sult1c1"," 3.590684","-3.991985e-02","Sult1c1"
"Hcrt"," 7.086717"," 3.821034e-02","Hcrt"
"Mtpn"," 9.107511"," 5.269501e-01","Mtpn"
"Mtpn","11.862705","-1.343008e-01","Mtpn"
"Mtpn","12.401952","-9.890715e-02","Mtpn"
"Mtpn","10.985706"," 9.109920e-02","Mtpn"
"Nap1l1","12.974703","-1.335259e-02","Nap1l1"
"Nap1l1","11.901945","-1.663181e-01","Nap1l1"
"Nap1l1","13.053614","-1.569657e-01","Nap1l1"
"Nap1l1","12.527790","-6.320609e-02","Nap1l1"
"Cnnm3"," 6.731178","-1.231620e-01","Cnnm3"
"Cnnm3"," 8.026963","-4.753114e-01","Cnnm3"
"Cnnm3"," 7.376793","-2.098257e-01","Cnnm3"
"Cnnm3"," 7.315945","-6.621369e-02","Cnnm3"
"Vtn"," 5.105212","-9.095393e-02","Vtn"
"Nol7"," 6.930239"," 1.210552e-02","Nol7"
"Nol7","11.449728"," 1.304387e-01","Nol7"
"Nol7"," 6.386505"," 4.078881e-01","Nol7"
"Mrps14"," 8.815467","-5.424705e-02","Mrps14"
"Mrps14","11.892625","-7.838861e-02","Mrps14"
"Klk1b16"," 3.548094"," 6.835405e-02","Klk1b16"
"Eif2s1"," 6.269490"," 5.462556e-01","Eif2s1"
"Smr3a"," 3.606939"," 2.954983e-02","Smr3a"
"Pcyt2"," 8.909199","-2.336618e-02","Pcyt2"
"Ubc","13.061094"," 1.379034e-01","Ubc"
"Vps26a","10.040770","-9.306389e-02","Vps26a"
"F12"," 5.721608","-1.097504e-01","F12"
"Cebpz","10.929592"," 7.188685e-02","Cebpz"
"Dab2"," 8.931710"," 1.001101e-01","Dab2"
"Gch1"," 5.561375"," 4.826792e-02","Gch1"
"Dnajc1"," 9.925725","-5.724367e-01","Dnajc1"
"Dnajc1"," 8.553897","-2.996708e-01","Dnajc1"
"Sat1"," 9.412500"," 4.849055e-01","Sat1"
"Slc6a14"," 4.292366"," 4.056384e-02","Slc6a14"
"Slc6a14"," 3.093802"," 6.867110e-03","Slc6a14"
"Stxbp1"," 7.796892"," 8.216394e-02","Stxbp1"
"Stxbp1"," 4.982423"," 4.159999e-01","Stxbp1"
"Srek1ip1"," 9.358131"," 4.610987e-02","Srek1ip1"
"Sema3f"," 7.036096","-1.155127e-01","Sema3f"
"Srfbp1"," 9.519000"," 1.687821e-02","Srfbp1"
"Srfbp1"," 7.111636"," 6.152308e-02","Srfbp1"
"Prph2"," 3.791516","-1.512413e-01","Prph2"
"Dkk2"," 8.971518"," 8.377066e-01","Dkk2"
"Efcab2"," 8.081319"," 1.941997e-01","Efcab2"
"Tmem47","10.772503","-7.023227e-02","Tmem47"
"Pglyrp2"," 3.849293"," 2.074945e-01","Pglyrp2"
"a"," 5.954560"," 3.719637e-02","a"
"Chmp4c"," 3.534366","-1.535037e-01","Chmp4c"
"Igsf9"," 9.238131"," 2.974427e-02","Igsf9"
"Eral1"," 8.168289","-4.461867e-02","Eral1"
"Eral1"," 8.840405","-7.035618e-02","Eral1"
"Papln"," 4.961444"," 1.898023e-01","Papln"
"Ccdc50"," 8.756658"," 4.786246e-02","Ccdc50"
"Ccdc50"," 5.568099"," 6.998571e-03","Ccdc50"
"Masp2"," 5.194194"," 1.075491e-01","Masp2"
"Otc"," 3.810879","-1.836885e-01","Otc"
"Dcbld2"," 6.698648"," 1.575106e-01","Dcbld2"
"NA"," 4.582774","-9.914185e-02","NA"
"Gpatch2"," 6.238515"," 9.298787e-02","Gpatch2"
"Dpf1"," 5.901310"," 2.052886e-01","Dpf1"
"Dpf1"," 8.109145","-1.668172e-01","Dpf1"
"Hsd3b5"," 4.030048"," 2.303181e-01","Hsd3b5"
"Magi2"," 6.411223"," 1.755418e-01","Magi2"
"Gucy1a3"," 5.621519"," 4.003383e-01","Gucy1a3"
"Gucy1a3"," 4.277015"," 5.080385e-01","Gucy1a3"
"Nub1"," 7.424645","-5.512647e-02","Nub1"
"Crybb2"," 6.346571","-1.219031e-01","Crybb2"
"Kctd4"," 4.150002","-5.838619e-02","Kctd4"
"Gprc5d"," 6.185561","-9.808901e-02","Gprc5d"
"Chrdl2"," 6.096173"," 2.528191e-01","Chrdl2"
"Rit1"," 8.574364","-3.598810e-02","Rit1"
"Rdh16"," 3.869109","-2.376510e-01","Rdh16"
"Dnajc28"," 5.704592"," 2.572804e-01","Dnajc28"
"Dnajc28"," 7.213787"," 9.255397e-02","Dnajc28"
"Gcsam"," 3.716621","-1.783811e-01","Gcsam"
"Chn1"," 8.726575","-1.240833e-02","Chn1"
"Th"," 6.458705"," 1.691315e-01","Th"
"Galc"," 4.840278"," 5.351002e-02","Galc"
"Knop1"," 8.582462"," 8.071054e-02","Knop1"
"Gbp2b"," 4.052346","-9.147021e-02","Gbp2b"
"Lce1f"," 4.482387","-7.469054e-02","Lce1f"
"Murc"," 5.741414","-1.821634e-01","Murc"
"Tsga8"," 5.822206"," 4.782037e-02","Tsga8"
"NA"," 2.988152"," 1.543374e-01","NA"
"Rac3"," 8.929511"," 2.050185e-01","Rac3"
"Alx3"," 8.417684"," 1.420707e+00","Alx3"
"Oxt"," 8.732049","-6.143833e-02","Oxt"
"Epha5"," 3.965193","-1.211857e-01","Epha5"
"Selp"," 4.766952"," 2.174350e-01","Selp"
"Shox2"," 7.431624","-1.642744e+00","Shox2"
"Chrne"," 5.918959"," 1.545149e-01","Chrne"
"Trpc7"," 6.560911"," 1.351047e-01","Trpc7"
"Slurp1"," 6.706139"," 3.922966e-02","Slurp1"
"Gria3"," 5.847461","-4.680233e-01","Gria3"
"Insrr"," 5.661340","-2.846855e-03","Insrr"
"Hoxa1"," 5.958246","-5.790641e-01","Hoxa1"
"Sphk1"," 5.398195"," 1.030199e-01","Sphk1"
"Prkd3"," 5.304990"," 4.478869e-01","Prkd3"
"Stra8"," 5.681696","-8.599075e-02","Stra8"
"Chad"," 5.196634"," 1.987514e-01","Chad"
"NA"," 9.890095"," 3.226510e-02","NA"
"Prl6a1"," 3.943002","-2.818059e-01","Prl6a1"
"Ms4a3"," 5.174202","-1.622840e-01","Ms4a3"
"Hoxd1"," 4.052710","-3.606670e-01","Hoxd1"
"Tex43"," 5.123578"," 1.277146e-01","Tex43"
"Mt3"," 6.078006"," 8.445386e-02","Mt3"
"Lpar2"," 7.421886"," 8.442910e-02","Lpar2"
"Aicda"," 4.512067","-2.458840e-01","Aicda"
"Optc"," 5.741222"," 1.793653e-02","Optc"
"Cftr"," 3.567824","-1.970255e-01","Cftr"
"4930429B21Rik"," 4.673027","-6.437622e-02","4930429B21Rik"
"Gpr143"," 4.412525"," 1.564132e-01","Gpr143"
"Cd209e"," 4.117261","-1.758809e-01","Cd209e"
"Rora"," 5.654866","-2.094253e-01","Rora"
"Pla2g2c"," 5.971152","-1.539574e-01","Pla2g2c"
"Nxf2"," 5.004270"," 2.180639e-01","Nxf2"
"Zfp493"," 5.467841"," 3.292725e-01","Zfp493"
"Tsga13"," 3.989784"," 1.101869e-02","Tsga13"
"Eppin"," 5.506573"," 2.688243e-01","Eppin"
"Has3"," 4.929642","-7.472512e-01","Has3"
"Has1"," 6.648688"," 2.176172e-02","Has1"
"Gpr84"," 5.567788"," 1.967045e-02","Gpr84"
"Anp32e","12.379165"," 8.659035e-02","Anp32e"
"Tead3"," 7.559639","-2.299648e-02","Tead3"
"Bard1"," 6.284524","-1.258477e-01","Bard1"
"Dlx4"," 6.862353","-7.906576e-01","Dlx4"
"Cacng2"," 6.277150","-1.917756e-01","Cacng2"
"Cabp2"," 6.247772","-1.251990e-01","Cabp2"
"Defa-rs2"," 8.994511"," 2.126653e-01","Defa-rs2"
"NA"," 4.217353"," 1.250242e-01","NA"
"Tpo"," 5.313907"," 1.251261e-01","Tpo"
"Gcm1"," 4.800609","-3.438790e-02","Gcm1"
"Esx1"," 3.939904","-4.449865e-02","Esx1"
"NA"," 8.834113"," 4.017024e-01","NA"
"Hesx1"," 4.908413"," 2.690601e-01","Hesx1"
"Mtag2"," 5.711199","-1.066979e-01","Mtag2"
"Npff"," 5.958103"," 1.285820e-01","Npff"
"Rbm18"," 8.710273"," 2.071681e-01","Rbm18"
"Rbm18","10.106146","-9.266574e-02","Rbm18"
"March7","11.501679"," 7.412440e-02","March7"
"Prkacb"," 5.552718"," 1.625390e-01","Prkacb"
"Prkacb","10.455941","-1.134580e-01","Prkacb"
"Ptp4a2","10.276514"," 1.170466e-02","Ptp4a2"
"Ptp4a2","12.558361","-1.651090e-01","Ptp4a2"
"Dynlt3"," 8.090684","-7.786841e-03","Dynlt3"
"Ash2l"," 7.834022"," 5.345450e-02","Ash2l"
"Ash2l","11.113553"," 7.199611e-02","Ash2l"
"Cpeb4"," 6.795128","-1.604962e-01","Cpeb4"
"Cpeb4"," 8.359534","-9.624383e-02","Cpeb4"
"Aes"," 8.656531"," 1.684537e-01","Aes"
"Rnf13"," 6.633198"," 5.113398e-01","Rnf13"
"App","10.577805"," 4.164295e-01","App"
"Hspa8","13.479623","-8.133384e-02","Hspa8"
"Hspa8","14.385258","-1.300893e-03","Hspa8"
"Vamp8"," 9.339558"," 3.605516e-01","Vamp8"
"Gtf3c6"," 7.553976"," 2.392507e-01","Gtf3c6"
"Gtf3c6","11.469517"," 1.082979e-01","Gtf3c6"
"Csn1s1"," 4.739122"," 8.759592e-02","Csn1s1"
"Pura"," 8.285188","-9.501666e-02","Pura"
"Dnaja3"," 8.908893"," 3.840291e-02","Dnaja3"
"Fam234b"," 7.980933","-2.907590e-01","Fam234b"
"Blcap"," 9.592979","-4.088549e-01","Blcap"
"Bscl2"," 7.863219","-1.380600e-01","Bscl2"
"Csn1s2a"," 3.321499"," 8.500462e-02","Csn1s2a"
"Smad2","10.078402"," 2.319221e-02","Smad2"
"Tcirg1"," 7.428268"," 2.641865e-01","Tcirg1"
"Dusp12"," 8.948430"," 1.583495e-03","Dusp12"
"Prps2"," 7.812975"," 6.631420e-03","Prps2"
"Prps2"," 6.985575","-1.537990e-01","Prps2"
"Jmy"," 7.419919","-1.056784e-02","Jmy"
"Jmy"," 8.759873","-1.917476e-01","Jmy"
"Sqrdl"," 6.501457"," 2.585501e-01","Sqrdl"
"Romo1","12.040128"," 1.157573e-01","Romo1"
"Lfng"," 5.634384","-1.451402e-01","Lfng"
"Sec61a2"," 8.348432","-7.869366e-02","Sec61a2"
"Pcgf2"," 5.955867"," 1.381352e-01","Pcgf2"
"Nus1"," 7.717669"," 3.923855e-01","Nus1"
"Krt8","10.482663"," 9.016073e-01","Krt8"
"Trim12a"," 4.198947"," 4.964201e-02","Trim12a"
"Zfhx3","10.820988","-3.249347e-01","Zfhx3"
"Zfhx3"," 9.473857","-1.102904e+00","Zfhx3"
"Ate1"," 6.868711","-1.211397e-01","Ate1"
"Ate1"," 6.016543","-3.922208e-02","Ate1"
"Tgfb1"," 5.628749"," 2.030005e-01","Tgfb1"
"Gbe1"," 7.819899","-3.145057e-01","Gbe1"
"Pnpla3"," 6.056693","-2.204816e-01","Pnpla3"
"Abcg8"," 7.040444"," 8.156492e-02","Abcg8"
"Ucp3"," 6.281765"," 1.435481e-02","Ucp3"
"Ucp3"," 5.765973"," 2.612678e-02","Ucp3"
